link_id,from_node_id,to_node_id,volume,ref_volume,base_volume,obs_volume,capacity,D,doc,fftt,travel_time,VDF_alpha,VDF_beta,VDF_plf,speed,VMT,VHT,PMT,PHT,VHT_QVDF,PHT_QVDF,geometry,P,t0,t2,t3,vt2,mu,Q_gamma,free_speed,cutoff_speed,congestion_ref_speed,avg_queue_speed,avg_QVDF_period_speed,avg_QVDF_period_travel_time,Severe_Congestion_P,spd_07:00,spd_07:05,spd_07:10,spd_07:15,spd_07:20,spd_07:25,spd_07:30,spd_07:35,spd_07:40,spd_07:45,spd_07:50,spd_07:55
1,0,1,672.96868052795,0.0,0.0,-1.0,16200.0,0,0,0.2834936659926252,0.28349366755602107,0.15,4,1.0,34.80422603553397,1.5633958572180973e-09,110.66720599855965,3.179705989886747,110.66720599855965,3.179705989886747,0.0,0.0,,672.96868052795,0,0,0,0,0,0,0,34.80422622747048,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,251,2100.000000000001,0.0,0.0,-1.0,16200.0,0,0,0.16393678686382526,0.16393687258730258,0.15,4,1.0,34.80420802815235,8.572347731661267e-08,199.69925559546158,5.737790540555593,199.69925559546158,5.737790540555593,0.0,0.0,,2100.000000000001,0,0,0,0,0,0,0,34.80422622747048,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,2100.000000000001,0.0,0.0,-1.0,16200.0,0,0,0.2834936659926252,0.2834938142330739,0.15,4,1.0,34.804208028152345,1.4824044869410358e-07,345.33721898418,9.92228349815759,345.33721898418,9.92228349815759,0.0,0.0,,2100.000000000001,0,0,0,0,0,0,0,34.80422622747048,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,3,2200.000000000001,0.0,0.0,-1.0,1000.0,0,0,0.284139957995203,1.282562307997069,0.15,4,1.0,4.1306562025432285,0.998422350001866,194.25354493146267,47.027284626559215,194.25354493146267,47.027284626559215,0.0,0.0,,2200.000000000001,0,0,0,0,0,0,0,18.645121193287757,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,2,645.8432754886102,0.0,0.0,-1.0,1000.0,0,0,0.284139957995203,0.2915553162758345,0.15,4,1.0,18.17090499445426,0.007415358280631501,57.02606624264077,3.1383173408283773,57.02606624264077,3.1383173408283773,0.0,0.0,,645.8432754886102,0,0,0,0,0,0,0,18.645121193287757,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,234,2135.2066847867263,0.0,0.0,-1.0,1200.0,0,0,0.11553558601662794,0.28925234899171465,0.15,4,1.0,9.929853112350488,0.1737167629750867,102.21353038883605,10.29355915262287,102.21353038883605,10.29355915262287,0.0,0.0,,2135.2066847867263,0,0,0,0,0,0,0,24.860161591050343,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,355,1523.0536951805543,0.0,0.0,-1.0,1200.0,0,0,0.06360156026694172,0.0883583827873166,0.15,4,1.0,17.894680909733257,0.02475682252037488,40.13614724831751,2.2429093567400074,40.13614724831751,2.2429093567400074,0.0,0.0,,1523.0536951805543,0,0,0,0,0,0,0,24.860161591050343,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,5,396.4245557644707,0.0,0.0,-1.0,1000.0,0,0,0.12463866243304708,0.1251003904540828,0.15,4,1.0,24.76840621624776,0.0004617280210357233,20.472271135735866,0.8265477785286934,20.472271135735866,0.8265477785286934,0.0,0.0,,396.4245557644707,0,0,0,0,0,0,0,24.860161591050343,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,7,1336.228704587774,0.0,0.0,-1.0,1000.0,0,0,0.1261983328569476,0.1865470530519105,0.15,4,1.0,16.81779956326544,0.0603487201949629,69.8694157176614,4.154492117403685,69.8694157176614,4.154492117403685,0.0,0.0,,1336.228704587774,0,0,0,0,0,0,0,24.860161591050343,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,210,652.1264322880918,0.0,0.0,-1.0,1000.0,0,0,0.6611402935364808,0.679075736189116,0.15,4,1.0,18.15267464558705,0.017935442652635136,133.97982003289218,7.380720618240294,133.97982003289218,7.380720618240294,0.0,0.0,,652.1264322880918,0,0,0,0,0,0,0,18.645121193287757,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
